chrom	MAPD	AVG_APD	STD_APD	IQR_APD
1	0.248315798721625	0.313046789073618	0.303439749757957	0.306241310925206
2	0.228203458359185	0.292875395457188	0.310178660248304	0.295082630461512
3	0.212709900243367	0.27166990546091	0.235827420597216	0.282396544510591
4	0.21847913973685	0.274074180980631	0.239894580846467	0.28183473336082
5	0.230941903508223	0.286994123518279	0.267364936161027	0.284963973778672
6	0.218637411742395	0.270402969737042	0.238459416416673	0.266892319885491
7	0.244645650051589	0.3235549997548	0.30468340479889	0.327605061190204
8	0.233013992903836	0.304381131034722	0.311756262140119	0.30280506609585
9	0.241110048785091	0.306239551838452	0.283825531657562	0.304866782880163
10	0.230942632241253	0.298277878755431	0.289416195799772	0.292997692176455
11	0.23251827401158	0.300014440377665	0.27675706432192	0.304672249728402
12	0.224382594793977	0.2760318864403	0.231370487013988	0.290036175200546
13	0.214918792738065	0.265803974113926	0.227813998858669	0.269595641765711
14	0.248969892099601	0.323810545361134	0.321218500600144	0.327601971088862
15	0.24286830650713	0.326930638224088	0.331019199467887	0.321542765964041
16	0.265977590792362	0.364344528318763	0.4273711499134	0.325978594715282
17	0.270421662802059	0.349329472327895	0.327879246969847	0.332083811777778
18	0.255023069420395	0.336815484478138	0.315830473653701	0.362525658710345
19	0.268760923678627	0.372006212911871	0.362970744987026	0.354998245584046
20	0.211760892053584	0.270099775242766	0.22008511440529	0.27715238602572
21	0.235957432360872	0.306350082484535	0.282843492172341	0.311289661323368
22	0.24413339590263	0.369165295022663	0.418265563741314	0.376999476652933
X	0.303684125949393	0.395029988231778	0.392789168290106	0.386806947811372
Y	0.275922797079908	0.657188299947863	1.74122047321847	0.400010136169113
Total	0.236474023622595	0.307369384245607	0.32071045449542	0.305582156579161
