chrom	MAPD	AVG_APD	STD_APD	IQR_APD
1	0.231666437841759	0.300144710847408	0.289143898486791	0.30024205311063
2	0.234838556960053	0.304095298223878	0.323073060483981	0.306493392927006
3	0.246939661698036	0.301574830245339	0.248130530247167	0.317084098663774
4	0.242461773814503	0.301509651789894	0.260428744431277	0.303954879948467
5	0.263658778118372	0.320276870181469	0.288111599744567	0.314121654650826
6	0.242224485923775	0.301267512041534	0.264491447340601	0.303409621848471
7	0.25433825701212	0.326545599033946	0.313200699568021	0.327845582949115
8	0.239203075179517	0.306416162069772	0.300772569022352	0.302854595909616
9	0.232859217291825	0.297946088013397	0.283856038903933	0.301704116346262
10	0.246949265793531	0.319997442462074	0.3012922290781	0.309832373158875
11	0.229347660346905	0.294506805118518	0.276073372856822	0.293568639342106
12	0.233991646819027	0.289152864434701	0.243542487836193	0.292784102553417
13	0.232946564175424	0.285343497743355	0.246648077949846	0.294754797807364
14	0.250106171906737	0.316216318735706	0.306042293619825	0.32061179817285
15	0.251531504999321	0.327256442758614	0.319959285154682	0.322101885208608
16	0.254387846698079	0.363407073063339	0.436845582393775	0.337805306868984
17	0.240425680827373	0.322200322953515	0.308683546700577	0.307278672026618
18	0.237670564305836	0.286016824443574	0.232335867329453	0.302572982941451
19	0.286519944673469	0.38231548423077	0.372056596459851	0.379474883071489
20	0.226907015824073	0.282870270991687	0.233195784544494	0.300053663430912
21	0.222625461221517	0.296502849662368	0.265806830388281	0.287522722196034
22	0.309799655979196	0.401035366471077	0.41173378799972	0.401105146341993
X	0.308332138356542	0.397686209642471	0.413636434971421	0.388130197087554
Y	0.302427220441352	0.695734163086556	1.69134787933741	0.470974261961453
Total	0.245454046015016	0.315852517220743	0.322987507531665	0.31511784328551
