chrom	MAPD	AVG_APD	STD_APD	IQR_APD
1	0.314034602105125	0.468630644043173	0.582995707104443	0.422741966423955
2	0.299286338406788	0.453896839441473	0.621870364436312	0.403316253160705
3	0.295047272160653	0.39101913325707	0.449399610145208	0.379365066737007
4	0.291357197933475	0.401459514948828	0.466394315240817	0.361344016727166
5	0.295513234054459	0.403895347973379	0.474505871941368	0.39158544312471
6	0.302868230777777	0.413312173138903	0.479634032932171	0.38939221247866
7	0.316751298344637	0.486366482026328	0.616920231957667	0.428980398382999
8	0.319418160384207	0.450357070691933	0.550178743647592	0.398439461783793
9	0.32046049007162	0.503931148560447	0.692900803236377	0.433559352410598
10	0.307969462181513	0.466908516058921	0.603366302749681	0.414502716152442
11	0.296212665217286	0.433385400949876	0.544620502906991	0.389565801157049
12	0.298480088881944	0.43734787767305	0.545332708439144	0.387294400238196
13	0.284503198041507	0.426352822429844	0.599096267029692	0.359620677212509
14	0.304961653871218	0.44634951108223	0.585512185226075	0.381035513523768
15	0.299742339205523	0.426044050737556	0.482346744411641	0.40339319940088
16	0.347673685880559	0.609698329743626	0.782311179826405	0.564889826065341
17	0.314689296937733	0.520755967559197	0.738659766125421	0.455940662903898
18	0.306309180127006	0.438802878123693	0.506085529003573	0.428727361926136
19	0.379882776919867	0.689457827903399	0.9736200568503	0.633267061499918
20	0.315425247322119	0.486110500940257	0.599366116986118	0.438708683425044
21	0.336010114937612	0.63482402964555	0.944330298583669	0.475559063229165
22	0.391702091346379	0.738550350933464	1.06715889404576	0.597448118169078
X	0.376914251603674	0.540429665816499	0.598996541231586	0.519776957349161
Y	0.42877074126169	0.820092422384969	1.75373340129108	0.573388468469408
Total	0.310889111050535	0.464430524195933	0.607864136050442	0.415149085049475
