chrom	MAPD	AVG_APD	STD_APD	IQR_APD
1	0.23488344551372	0.316952014127329	0.335438635308957	0.301741403438701
2	0.238184927006258	0.315680914626333	0.350976807647191	0.300680459205898
3	0.233982055505626	0.297402289209193	0.287582553666921	0.307683514022262
4	0.234354809488943	0.299244832834779	0.27873239314968	0.298919574247442
5	0.234715265205285	0.301794102546253	0.306776843729397	0.297728258793567
6	0.247409303582088	0.303250520923975	0.29883383712368	0.302692838989983
7	0.2434584921286	0.336357541898307	0.36234379711235	0.31865956126148
8	0.239335856469147	0.319755509113411	0.346911486521307	0.301388601015872
9	0.244867817580793	0.341044177518396	0.389870388252169	0.329658934570633
10	0.243991369759685	0.329119363392638	0.358789848094937	0.308059570118405
11	0.242015444485506	0.319485881596819	0.330453139886369	0.297074949125366
12	0.235999845718201	0.302222667438597	0.297194590853025	0.309519698483102
13	0.217840875997897	0.290716982931544	0.296746817532915	0.292529016351195
14	0.237752625828976	0.321692436923047	0.345074058793601	0.326437085842268
15	0.246087385553288	0.321407560749019	0.331570183999324	0.313444009857314
16	0.25944951843502	0.391803067060682	0.480010358055967	0.367988472479488
17	0.265606963624524	0.364228461864961	0.434053872166306	0.32294836828813
18	0.225086142545072	0.289578694437708	0.274197047867391	0.293133352819574
19	0.254623942677471	0.399151393912599	0.470149800076496	0.396723922410302
20	0.239021212420887	0.307724137251422	0.278354016563308	0.309933253985275
21	0.260830547620806	0.351961567705136	0.372541628264701	0.320127772892064
22	0.306399945229473	0.484976317048217	0.638408951947879	0.443602328743862
X	0.246632072398678	0.328399497342483	0.351569555575113	0.319452183591516
Y	1.1631921473787	1.50071670550521	1.65344956579239	1.40110183244841
Total	0.241642143968307	0.326579780050118	0.371658330369709	0.311018316102988
