#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
1	1	249250621	49653514	220229238	88.3565	29.1459	28.9	57
2	1	243199373	56980542	234137997	96.2741	34.1104	28.9	57.4
3	1	198022430	48724112	192371425	97.1463	36.1342	29	58.8
4	1	191154276	49795703	185480159	97.0317	38.1954	29	58.4
5	1	180915260	43220115	175222506	96.8534	34.9864	29	57.8
6	1	171115067	41078091	165085361	96.4762	35.0853	29	58.3
7	1	159138663	34989453	151905301	95.4547	32.0428	28.9	57.6
8	1	146364022	35249878	140219672	95.802	35.2263	29	57.5
9	1	141213431	28152685	117104673	82.9274	28.869	28.9	53.8
10	1	135534747	29098551	128831843	95.0545	31.2392	28.9	57.6
11	1	135006516	30557046	128005864	94.8146	33.0632	29	58.3
12	1	133851895	28988615	127884615	95.5419	31.6482	28.9	58.5
13	1	115169878	24325897	94528401	82.0774	30.7785	29	58.7
14	1	107349540	20560972	86421085	80.5044	27.9696	28.9	57.9
15	1	102531392	17674569	80088979	78.1117	25.2132	28.9	56.4
16	1	90354753	17996595	75621945	83.6945	28.5003	28.8	47.2
17	1	81195210	12507007	74300338	91.5083	22.42	28.8	57.1
18	1	78077248	18386336	73770957	94.4846	34.4851	29	58.6
19	1	59128983	7945371	52104978	88.1209	19.2393	28.7	56.4
20	1	63025520	11336509	57747913	91.6262	26.2392	28.9	58.5
21	1	48129895	8708797	34291879	71.2486	25.9055	28.9	56
22	1	51304566	5492137	32545573	63.436	14.8559	28.6	54.5
X	1	155270560	42685997	149375803	96.2036	40.3081	29	56.9
Y	1	59373566	232565	2456104	4.1367	0.474948	28.7	18.2
MT	1	16569	322137	16569	100	2805.55	28.5	55.2
GL000207.1	1	4262	7457	4247	99.6481	232.904	28.6	51.7
GL000226.1	1	15008	681110	15008	100	6623.52	29	4.02
GL000229.1	1	19913	8771	19508	97.9662	60.1687	28.3	50.7
GL000231.1	1	27386	10656	27339	99.8284	57.2857	28.9	50
GL000210.1	1	27682	1298	20941	75.6484	6.50791	28.5	11
GL000239.1	1	33824	27086	33824	100	113.308	28.7	8.45
GL000235.1	1	34474	18310	33221	96.3654	78.3062	29.1	42.3
GL000201.1	1	36148	384	20257	56.0391	1.53452	28.5	2.12
GL000247.1	1	36422	5751	35900	98.5668	23.0654	28.9	11.5
GL000245.1	1	36651	21757	36642	99.9754	87.3501	29.1	3.03
GL000197.1	1	37175	10920	30586	82.2757	32.0826	27.7	8.07
GL000203.1	1	37498	5792	35630	95.0184	22.6814	29.1	24.5
GL000246.1	1	38154	4815	37681	98.7603	18.5773	28.9	12
GL000249.1	1	38502	2053	35589	92.4342	7.81868	28.8	1.54
GL000196.1	1	38914	9864	38792	99.6865	37.415	28.9	7.72
GL000248.1	1	39786	2005	36993	92.9799	7.33426	28.8	12.8
GL000244.1	1	39929	7915	37295	93.4033	29.1576	29.1	2.66
GL000238.1	1	39939	4612	39103	97.9068	16.9996	29	9.46
GL000202.1	1	40103	1009	31087	77.5179	3.66736	28.7	19.1
GL000234.1	1	40531	15974	40509	99.9457	57.8978	28.9	51.1
GL000232.1	1	40652	21180	40647	99.9877	76.9503	29	47.9
GL000206.1	1	41001	1162	25583	62.396	4.17824	28.9	5.53
GL000240.1	1	41933	13560	41872	99.8545	47.4305	28.9	27.2
GL000236.1	1	41934	4485	39423	94.012	15.647	28.9	6.61
GL000241.1	1	42152	27562	42152	100	96.1046	29	46.9
GL000243.1	1	43341	11437	42738	98.6087	37.7586	28.7	10.7
GL000242.1	1	43523	1808	39368	90.4533	6.07624	28.6	6.48
GL000230.1	1	43691	4407	38520	88.1646	14.631	29	28.2
GL000237.1	1	45867	34248	45867	100	106.3	28.7	23
GL000233.1	1	45941	3526	39419	85.8035	11.0864	28.9	16.7
GL000204.1	1	81310	3937	71440	87.8613	7.00405	28.4	47.5
GL000198.1	1	90085	64286	90035	99.9445	103.619	29	10.3
GL000208.1	1	92689	66223	92595	99.8986	103.883	29	38.4
